id,candidate_id,candidate_number,full_name_ar,full_name_en,governorate,electoral_district,party_affiliation,coalition,gender,incumbent,photo_url,biography,email,phone,election_year,data_source,created_at,updated_at,is_active
,2025_201_كربلاء,201,المرشح العراقي 201,Iraqi Candidate 201,كربلاء,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_202_الحلة,202,المرشح العراقي 202,Iraqi Candidate 202,الحلة,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_203_دهوك,203,المرشح العراقي 203,Iraqi Candidate 203,دهوك,,النصر,,ذكر,,,,,,2025,,,,
,2025_204_كركوك,204,المرشح العراقي 204,Iraqi Candidate 204,كركوك,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_205_المثنى,205,المرشح العراقي 205,Iraqi Candidate 205,المثنى,,العزم,,أنثى,,,,,,2025,,,,
,2025_206_السليمانية,206,المرشح العراقي 206,Iraqi Candidate 206,السليمانية,,الفتح,,ذكر,,,,,,2025,,,,
,2025_207_ميسان,207,المرشح العراقي 207,Iraqi Candidate 207,ميسان,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_208_ميسان,208,المرشح العراقي 208,Iraqi Candidate 208,ميسان,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_209_بغداد,209,المرشح العراقي 209,Iraqi Candidate 209,بغداد,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_210_نينوى,210,المرشح العراقي 210,Iraqi Candidate 210,نينوى,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_211_الأنبار,211,المرشح العراقي 211,Iraqi Candidate 211,الأنبار,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_212_كركوك,212,المرشح العراقي 212,Iraqi Candidate 212,كركوك,,النصر,,أنثى,,,,,,2025,,,,
,2025_213_بغداد,213,المرشح العراقي 213,Iraqi Candidate 213,بغداد,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_214_واسط,214,المرشح العراقي 214,Iraqi Candidate 214,واسط,,سائرون,,أنثى,,,,,,2025,,,,
,2025_215_ذي قار,215,المرشح العراقي 215,Iraqi Candidate 215,ذي قار,,سائرون,,أنثى,,,,,,2025,,,,
,2025_216_ذي قار,216,المرشح العراقي 216,Iraqi Candidate 216,ذي قار,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_217_دهوك,217,المرشح العراقي 217,Iraqi Candidate 217,دهوك,,العزم,,ذكر,,,,,,2025,,,,
,2025_218_البصرة,218,المرشح العراقي 218,Iraqi Candidate 218,البصرة,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_219_السليمانية,219,المرشح العراقي 219,Iraqi Candidate 219,السليمانية,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_220_بابل,220,المرشح العراقي 220,Iraqi Candidate 220,بابل,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_221_صلاح الدين,221,المرشح العراقي 221,Iraqi Candidate 221,صلاح الدين,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_222_بابل,222,المرشح العراقي 222,Iraqi Candidate 222,بابل,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_223_الحلة,223,المرشح العراقي 223,Iraqi Candidate 223,الحلة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_224_السليمانية,224,المرشح العراقي 224,Iraqi Candidate 224,السليمانية,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_225_واسط,225,المرشح العراقي 225,Iraqi Candidate 225,واسط,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_226_البصرة,226,المرشح العراقي 226,Iraqi Candidate 226,البصرة,,تقدم,,أنثى,,,,,,2025,,,,
,2025_227_نينوى,227,المرشح العراقي 227,Iraqi Candidate 227,نينوى,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_228_الحلة,228,المرشح العراقي 228,Iraqi Candidate 228,الحلة,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_229_المثنى,229,المرشح العراقي 229,Iraqi Candidate 229,المثنى,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_230_صلاح الدين,230,المرشح العراقي 230,Iraqi Candidate 230,صلاح الدين,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_231_كربلاء,231,المرشح العراقي 231,Iraqi Candidate 231,كربلاء,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_232_ميسان,232,المرشح العراقي 232,Iraqi Candidate 232,ميسان,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_233_الحلة,233,المرشح العراقي 233,Iraqi Candidate 233,الحلة,,سائرون,,أنثى,,,,,,2025,,,,
,2025_234_ديالى,234,المرشح العراقي 234,Iraqi Candidate 234,ديالى,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_235_بغداد,235,المرشح العراقي 235,Iraqi Candidate 235,بغداد,,العزم,,ذكر,,,,,,2025,,,,
,2025_236_السليمانية,236,المرشح العراقي 236,Iraqi Candidate 236,السليمانية,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_237_ميسان,237,المرشح العراقي 237,Iraqi Candidate 237,ميسان,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_238_نينوى,238,المرشح العراقي 238,Iraqi Candidate 238,نينوى,,العزم,,أنثى,,,,,,2025,,,,
,2025_239_بغداد,239,المرشح العراقي 239,Iraqi Candidate 239,بغداد,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_240_الحلة,240,المرشح العراقي 240,Iraqi Candidate 240,الحلة,,النصر,,ذكر,,,,,,2025,,,,
,2025_241_القادسية,241,المرشح العراقي 241,Iraqi Candidate 241,القادسية,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_242_كركوك,242,المرشح العراقي 242,Iraqi Candidate 242,كركوك,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_243_السليمانية,243,المرشح العراقي 243,Iraqi Candidate 243,السليمانية,,تقدم,,أنثى,,,,,,2025,,,,
,2025_244_ديالى,244,المرشح العراقي 244,Iraqi Candidate 244,ديالى,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_245_ذي قار,245,المرشح العراقي 245,Iraqi Candidate 245,ذي قار,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_246_السليمانية,246,المرشح العراقي 246,Iraqi Candidate 246,السليمانية,,سائرون,,ذكر,,,,,,2025,,,,
,2025_247_السليمانية,247,المرشح العراقي 247,Iraqi Candidate 247,السليمانية,,النصر,,أنثى,,,,,,2025,,,,
,2025_248_ديالى,248,المرشح العراقي 248,Iraqi Candidate 248,ديالى,,النصر,,ذكر,,,,,,2025,,,,
,2025_249_صلاح الدين,249,المرشح العراقي 249,Iraqi Candidate 249,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_250_كربلاء,250,المرشح العراقي 250,Iraqi Candidate 250,كربلاء,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_251_ديالى,251,المرشح العراقي 251,Iraqi Candidate 251,ديالى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_252_بابل,252,المرشح العراقي 252,Iraqi Candidate 252,بابل,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_253_ديالى,253,المرشح العراقي 253,Iraqi Candidate 253,ديالى,,النصر,,أنثى,,,,,,2025,,,,
,2025_254_المثنى,254,المرشح العراقي 254,Iraqi Candidate 254,المثنى,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_255_ميسان,255,المرشح العراقي 255,Iraqi Candidate 255,ميسان,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_256_بغداد,256,المرشح العراقي 256,Iraqi Candidate 256,بغداد,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_257_نجف,257,المرشح العراقي 257,Iraqi Candidate 257,نجف,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_258_أربيل,258,المرشح العراقي 258,Iraqi Candidate 258,أربيل,,النصر,,ذكر,,,,,,2025,,,,
,2025_259_نينوى,259,المرشح العراقي 259,Iraqi Candidate 259,نينوى,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_260_القادسية,260,المرشح العراقي 260,Iraqi Candidate 260,القادسية,,سائرون,,أنثى,,,,,,2025,,,,
,2025_261_القادسية,261,المرشح العراقي 261,Iraqi Candidate 261,القادسية,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_262_كركوك,262,المرشح العراقي 262,Iraqi Candidate 262,كركوك,,سائرون,,ذكر,,,,,,2025,,,,
,2025_263_نجف,263,المرشح العراقي 263,Iraqi Candidate 263,نجف,,العزم,,أنثى,,,,,,2025,,,,
,2025_264_نجف,264,المرشح العراقي 264,Iraqi Candidate 264,نجف,,سائرون,,أنثى,,,,,,2025,,,,
,2025_265_كربلاء,265,المرشح العراقي 265,Iraqi Candidate 265,كربلاء,,العزم,,ذكر,,,,,,2025,,,,
,2025_266_بغداد,266,المرشح العراقي 266,Iraqi Candidate 266,بغداد,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_267_نينوى,267,المرشح العراقي 267,Iraqi Candidate 267,نينوى,,تقدم,,أنثى,,,,,,2025,,,,
,2025_268_واسط,268,المرشح العراقي 268,Iraqi Candidate 268,واسط,,الفتح,,ذكر,,,,,,2025,,,,
,2025_269_ديالى,269,المرشح العراقي 269,Iraqi Candidate 269,ديالى,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_270_بغداد,270,المرشح العراقي 270,Iraqi Candidate 270,بغداد,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_271_الحلة,271,المرشح العراقي 271,Iraqi Candidate 271,الحلة,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_272_دهوك,272,المرشح العراقي 272,Iraqi Candidate 272,دهوك,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_273_كربلاء,273,المرشح العراقي 273,Iraqi Candidate 273,كربلاء,,تقدم,,أنثى,,,,,,2025,,,,
,2025_274_القادسية,274,المرشح العراقي 274,Iraqi Candidate 274,القادسية,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_275_القادسية,275,المرشح العراقي 275,Iraqi Candidate 275,القادسية,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_276_المثنى,276,المرشح العراقي 276,Iraqi Candidate 276,المثنى,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_277_الأنبار,277,المرشح العراقي 277,Iraqi Candidate 277,الأنبار,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_278_كركوك,278,المرشح العراقي 278,Iraqi Candidate 278,كركوك,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_279_كركوك,279,المرشح العراقي 279,Iraqi Candidate 279,كركوك,,النصر,,أنثى,,,,,,2025,,,,
,2025_280_ذي قار,280,المرشح العراقي 280,Iraqi Candidate 280,ذي قار,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_281_ذي قار,281,المرشح العراقي 281,Iraqi Candidate 281,ذي قار,,سائرون,,ذكر,,,,,,2025,,,,
,2025_282_السليمانية,282,المرشح العراقي 282,Iraqi Candidate 282,السليمانية,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_283_ديالى,283,المرشح العراقي 283,Iraqi Candidate 283,ديالى,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_284_بابل,284,المرشح العراقي 284,Iraqi Candidate 284,بابل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_285_أربيل,285,المرشح العراقي 285,Iraqi Candidate 285,أربيل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_286_المثنى,286,المرشح العراقي 286,Iraqi Candidate 286,المثنى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_287_بغداد,287,المرشح العراقي 287,Iraqi Candidate 287,بغداد,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_288_البصرة,288,المرشح العراقي 288,Iraqi Candidate 288,البصرة,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_289_كربلاء,289,المرشح العراقي 289,Iraqi Candidate 289,كربلاء,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_290_ميسان,290,المرشح العراقي 290,Iraqi Candidate 290,ميسان,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_291_القادسية,291,المرشح العراقي 291,Iraqi Candidate 291,القادسية,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_292_البصرة,292,المرشح العراقي 292,Iraqi Candidate 292,البصرة,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_293_دهوك,293,المرشح العراقي 293,Iraqi Candidate 293,دهوك,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_294_البصرة,294,المرشح العراقي 294,Iraqi Candidate 294,البصرة,,النصر,,أنثى,,,,,,2025,,,,
,2025_295_كربلاء,295,المرشح العراقي 295,Iraqi Candidate 295,كربلاء,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_296_ميسان,296,المرشح العراقي 296,Iraqi Candidate 296,ميسان,,سائرون,,ذكر,,,,,,2025,,,,
,2025_297_واسط,297,المرشح العراقي 297,Iraqi Candidate 297,واسط,,العزم,,أنثى,,,,,,2025,,,,
,2025_298_دهوك,298,المرشح العراقي 298,Iraqi Candidate 298,دهوك,,الفتح,,ذكر,,,,,,2025,,,,
,2025_299_المثنى,299,المرشح العراقي 299,Iraqi Candidate 299,المثنى,,سائرون,,ذكر,,,,,,2025,,,,
,2025_300_كربلاء,300,المرشح العراقي 300,Iraqi Candidate 300,كربلاء,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_301_أربيل,301,المرشح العراقي 301,Iraqi Candidate 301,أربيل,,تقدم,,ذكر,,,,,,2025,,,,
,2025_302_واسط,302,المرشح العراقي 302,Iraqi Candidate 302,واسط,,سائرون,,ذكر,,,,,,2025,,,,
,2025_303_نجف,303,المرشح العراقي 303,Iraqi Candidate 303,نجف,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_304_أربيل,304,المرشح العراقي 304,Iraqi Candidate 304,أربيل,,النصر,,أنثى,,,,,,2025,,,,
,2025_305_صلاح الدين,305,المرشح العراقي 305,Iraqi Candidate 305,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_306_كربلاء,306,المرشح العراقي 306,Iraqi Candidate 306,كربلاء,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_307_ذي قار,307,المرشح العراقي 307,Iraqi Candidate 307,ذي قار,,تقدم,,ذكر,,,,,,2025,,,,
,2025_308_نينوى,308,المرشح العراقي 308,Iraqi Candidate 308,نينوى,,النصر,,أنثى,,,,,,2025,,,,
,2025_309_المثنى,309,المرشح العراقي 309,Iraqi Candidate 309,المثنى,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_310_السليمانية,310,المرشح العراقي 310,Iraqi Candidate 310,السليمانية,,العزم,,ذكر,,,,,,2025,,,,
,2025_311_نينوى,311,المرشح العراقي 311,Iraqi Candidate 311,نينوى,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_312_دهوك,312,المرشح العراقي 312,Iraqi Candidate 312,دهوك,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_313_نجف,313,المرشح العراقي 313,Iraqi Candidate 313,نجف,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_314_ديالى,314,المرشح العراقي 314,Iraqi Candidate 314,ديالى,,النصر,,ذكر,,,,,,2025,,,,
,2025_315_السليمانية,315,المرشح العراقي 315,Iraqi Candidate 315,السليمانية,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_316_السليمانية,316,المرشح العراقي 316,Iraqi Candidate 316,السليمانية,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_317_دهوك,317,المرشح العراقي 317,Iraqi Candidate 317,دهوك,,تقدم,,أنثى,,,,,,2025,,,,
,2025_318_بابل,318,المرشح العراقي 318,Iraqi Candidate 318,بابل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_319_صلاح الدين,319,المرشح العراقي 319,Iraqi Candidate 319,صلاح الدين,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_320_الحلة,320,المرشح العراقي 320,Iraqi Candidate 320,الحلة,,تقدم,,ذكر,,,,,,2025,,,,
,2025_321_ديالى,321,المرشح العراقي 321,Iraqi Candidate 321,ديالى,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_322_بابل,322,المرشح العراقي 322,Iraqi Candidate 322,بابل,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_323_واسط,323,المرشح العراقي 323,Iraqi Candidate 323,واسط,,الفتح,,أنثى,,,,,,2025,,,,
,2025_324_القادسية,324,المرشح العراقي 324,Iraqi Candidate 324,القادسية,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_325_دهوك,325,المرشح العراقي 325,Iraqi Candidate 325,دهوك,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_326_السليمانية,326,المرشح العراقي 326,Iraqi Candidate 326,السليمانية,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_327_بابل,327,المرشح العراقي 327,Iraqi Candidate 327,بابل,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
